dataset,injector,targets_subdimension,dose,seed,realized_dose,pretraining_score,threshold,risk_level,modality,context,targets_subdimension_post,dimension,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
diabetes_130,range_violation,measurement_range_violation,0.03,1,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6774594082769345,0.0027338288239104006,0.09428733490190268,clean held-out test set (no pre-training detector reused),0.5706831119544592,0.20694514708675193,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,1,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6076066609218148,0.0008479140338360428,0.09768133929208653,clean held-out test set (no pre-training detector reused),0.3846153846153846,0.45016722408026755,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,1,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.676522567420494,0.002821430667411056,0.09435288497374637,clean held-out test set (no pre-training detector reused),0.558111954459203,0.2418880455407969,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,1,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6033942976737838,0.0010169860439937961,0.09780911771213056,clean held-out test set (no pre-training detector reused),0.41025641025641024,0.4201783723522854,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,1,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6778316465642303,0.0014667610296532,0.0943556544145999,clean held-out test set (no pre-training detector reused),0.5616698292220115,0.24858658103439868,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,1,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5992697169921539,0.0012062463788780433,0.0979218122077477,clean held-out test set (no pre-training detector reused),0.4205128205128205,0.40847268673355636,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,1,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6776066345854864,0.0017665522391217125,0.09431851779995828,clean held-out test set (no pre-training detector reused),0.5664136622390892,0.2102053453302969,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,1,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5969846275475157,0.0013700339161369138,0.09798793942244224,clean held-out test set (no pre-training detector reused),0.41025641025641024,0.4201783723522854,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,1,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6760358362314852,0.001565490668447299,0.0944336091783034,clean held-out test set (no pre-training detector reused),0.5856261859582542,0.2041174037853355,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,1,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5957037625590197,0.0014863077604982862,0.09802227282447823,clean held-out test set (no pre-training detector reused),0.41025641025641024,0.41438127090301013,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,1,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6772894610413787,0.002810624820396879,0.09431269567141368,clean held-out test set (no pre-training detector reused),0.5630929791271347,0.20613779010363453,12.0
diabetes_130,range_violation,measurement_range_violation,0.0,2,0.0,0.0,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6394700806610051,0.002429183478795948,0.09620687459323737,clean held-out test set (no pre-training detector reused),0.4366197183098592,0.30588028169014086,12.0
diabetes_130,range_violation,measurement_range_violation,0.0,2,0.0,0.0,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6730781107290508,0.0020850863426756226,0.09455453364981793,clean held-out test set (no pre-training detector reused),0.4964788732394366,0.2850489045383412,12.0
diabetes_130,range_violation,measurement_range_violation,0.03,2,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6124729910434511,0.0028229858256253963,0.09737091417491746,clean held-out test set (no pre-training detector reused),0.29929577464788737,0.40722596448254744,12.0
diabetes_130,range_violation,measurement_range_violation,0.03,2,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6729680279935534,0.003379514565554881,0.09450166940226416,clean held-out test set (no pre-training detector reused),0.5387323943661972,0.2550176056338028,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,2,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.606881305456574,0.003217636088928732,0.0975927425635673,clean held-out test set (no pre-training detector reused),0.31338028169014087,0.39178276178812,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,2,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6736996558683409,0.002274608703508944,0.09456375340278213,clean held-out test set (no pre-training detector reused),0.5140845070422535,0.27119327073552424,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,2,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6033252933769573,0.0029162163086585598,0.09769471105744928,clean held-out test set (no pre-training detector reused),0.31690140845070425,0.3844874804381846,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,2,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6722967710866762,0.0021467374526771073,0.09466790021458464,clean held-out test set (no pre-training detector reused),0.5422535211267605,0.24121870109546173,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,2,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5984731287715395,0.003868628108648107,0.09786162167195422,clean held-out test set (no pre-training detector reused),0.323943661971831,0.3727652752262367,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,2,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6730055689490764,0.0028739309701942676,0.09467066710314552,clean held-out test set (no pre-training detector reused),0.556338028169014,0.22768974960876387,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,2,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.597808923455519,0.004295221581660265,0.0978706500687485,clean held-out test set (no pre-training detector reused),0.3204225352112676,0.37824896237327355,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,2,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6739432513213317,0.002137490034615281,0.09458906552398451,clean held-out test set (no pre-training detector reused),0.5598591549295775,0.22736306729264466,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,2,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5975618762293241,0.004237350515294226,0.0978771906064739,clean held-out test set (no pre-training detector reused),0.3204225352112676,0.37613543580322517,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,2,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6724748295996705,0.0025566298664029107,0.09464877410539446,clean held-out test set (no pre-training detector reused),0.5704225352112676,0.2094385758998435,12.0
diabetes_130,range_violation,measurement_range_violation,0.0,3,0.0,0.0,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6463074434084121,0.0027164287350690767,0.09579875334686215,clean held-out test set (no pre-training detector reused),0.4821203953279425,0.24688454468617183,12.0
diabetes_130,range_violation,measurement_range_violation,0.0,3,0.0,0.0,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6756987857721556,0.0031408424834465233,0.09401417323681896,clean held-out test set (no pre-training detector reused),0.578796046720575,0.18108398150807703,12.0
diabetes_130,range_violation,measurement_range_violation,0.03,3,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6149205397912545,0.0020428763273462585,0.09727844089978234,clean held-out test set (no pre-training detector reused),0.4691823899371069,0.20407096221532783,12.0
diabetes_130,range_violation,measurement_range_violation,0.03,3,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6737656836925626,0.0034619315182773205,0.0941076991508021,clean held-out test set (no pre-training detector reused),0.5632183908045977,0.20036664800979898,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,3,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6090284953929423,0.00034278739933474485,0.09748592282086384,clean held-out test set (no pre-training detector reused),0.4716981132075472,0.19626236667953822,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,3,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.67510217443479,0.0033733931832189944,0.09405751290283879,clean held-out test set (no pre-training detector reused),0.5660919540229885,0.19661093941384977,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,3,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6053083565621566,0.00043297319121203694,0.0975918711718152,clean held-out test set (no pre-training detector reused),0.47133872416891287,0.19079959622628817,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,3,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6761990123814559,0.002312423799537773,0.09412607370833348,clean held-out test set (no pre-training detector reused),0.5692722371967655,0.19060779103188663,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,3,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6015528740671428,0.0013151939649666121,0.09770509618398632,clean held-out test set (no pre-training detector reused),0.4731356693620844,0.1904140836372099,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,3,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6763189595523399,0.002188767406806296,0.09410217210336057,clean held-out test set (no pre-training detector reused),0.5862068965517241,0.1609702382400896,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,3,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5991301032850019,0.0013209524196365631,0.09779052073157399,clean held-out test set (no pre-training detector reused),0.4716981132075472,0.18991091996111908,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,3,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6758713744323529,0.0026317528903934684,0.09413809005330395,clean held-out test set (no pre-training detector reused),0.5901168014375562,0.16111820209102534,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,3,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.5983543036217422,0.002700986663528894,0.09779466420969841,clean held-out test set (no pre-training detector reused),0.4724168912848158,0.18478141499605927,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,3,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6777354722151191,0.0028613980677734047,0.09400738076197608,clean held-out test set (no pre-training detector reused),0.5940700808625338,0.17145567778249082,12.0
diabetes_130,range_violation,measurement_range_violation,0.0,4,0.0,0.0,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6496788674356553,0.009277605719172879,0.09620948953714482,clean held-out test set (no pre-training detector reused),0.5092879256965945,0.2550362275164476,12.0
diabetes_130,range_violation,measurement_range_violation,0.0,4,0.0,0.0,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6750904321724462,0.004751755839083983,0.09470404350659184,clean held-out test set (no pre-training detector reused),0.568503937007874,0.21969050743657037,12.0
diabetes_130,range_violation,measurement_range_violation,0.03,4,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.622737894456058,0.005145297734630353,0.09723997804385444,clean held-out test set (no pre-training detector reused),0.5131721400216528,0.20208585301411808,12.0
diabetes_130,range_violation,measurement_range_violation,0.03,4,0.0300036685708296,0.0300036685708296,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6756183820527616,0.004529675369051883,0.09466280200459627,clean held-out test set (no pre-training detector reused),0.5923228346456693,0.19463506342333992,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,4,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6189642570365175,0.005275702407199461,0.09735537462282574,clean held-out test set (no pre-training detector reused),0.5106459761818838,0.19938884496404852,12.0
diabetes_130,range_violation,measurement_range_violation,0.05,4,0.0499973795922645,0.0499973795922645,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6763425064115324,0.003972927443788574,0.09460392144595511,clean held-out test set (no pre-training detector reused),0.5867917719234933,0.23959711696539565,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,4,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.614683653089344,0.0048104399979792605,0.0975042445973152,clean held-out test set (no pre-training detector reused),0.504150126308192,0.20176946850029176,12.0
diabetes_130,range_violation,measurement_range_violation,0.1,4,0.0999947591845291,0.0999947591845291,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6747736014681147,0.0032777039089798296,0.09465690004033461,clean held-out test set (no pre-training detector reused),0.6031496062992125,0.1989337270341207,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,4,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6100672375811239,0.0028860402596160356,0.09761669080167121,clean held-out test set (no pre-training detector reused),0.4990977986286539,0.20460590507504983,12.0
diabetes_130,range_violation,measurement_range_violation,0.2,4,0.2000026204077354,0.2000026204077354,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6759320259055345,0.004518053417155766,0.0946794707752054,clean held-out test set (no pre-training detector reused),0.5996062992125983,0.17437280809984235,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,4,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6077807144428752,0.0023428451758898657,0.09769095784818924,clean held-out test set (no pre-training detector reused),0.4998195597257308,0.20103514112897003,12.0
diabetes_130,range_violation,measurement_range_violation,0.3,4,0.2999973795922646,0.2999973795922646,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6759830389059098,0.0053185208887798876,0.09467633419007511,clean held-out test set (no pre-training detector reused),0.5871526524720317,0.20091319114936756,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,4,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,76324,25442,fraction,0.6080615625543041,0.0023742439595582816,0.09768190180876715,clean held-out test set (no pre-training detector reused),0.5005413208228077,0.20047165796794897,12.0
diabetes_130,range_violation,measurement_range_violation,0.4,4,0.4000052408154709,0.4000052408154709,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,76324,25442,fraction,0.6758082373707917,0.0051077505347846336,0.09471330893750185,clean held-out test set (no pre-training detector reused),0.5881889763779528,0.23125546806649167,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.0,0,0.0,0.6510290715521049,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6485537763746835,0.004617730827862116,0.09567269392442873,clean held-out test set (no pre-training detector reused),0.5449624060150375,0.285919946926139,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.0,0,0.0,0.6510290715521049,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.676756726987819,0.0011996796529846361,0.09420785749485346,clean held-out test set (no pre-training detector reused),0.5897744360902256,0.1955196815568332,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.03,0,0.0298165137614678,0.6513697245577126,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6484796918157149,0.004823509664986505,0.09567320733389187,clean held-out test set (no pre-training detector reused),0.5461654135338345,0.284716939407342,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.03,0,0.0298165137614678,0.6513697245577126,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6776093773036983,0.0014803008794363965,0.0942135500168511,clean held-out test set (no pre-training detector reused),0.5861654135338346,0.20843118158089535,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.05,0,0.0504587155963302,0.6516055612539026,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6484616927274505,0.004755246953750905,0.09567404234150513,clean held-out test set (no pre-training detector reused),0.5446616541353384,0.29063246351172045,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.05,0,0.0504587155963302,0.6516055612539026,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6783381923339561,0.0014069720071311948,0.09415943380311634,clean held-out test set (no pre-training detector reused),0.5777443609022557,0.21611204176243715,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.1,0,0.0997706422018348,0.6521689489170229,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6486398759094546,0.004493493712917934,0.0956736885661999,clean held-out test set (no pre-training detector reused),0.5452631578947369,0.2856191950464396,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.1,0,0.0997706422018348,0.6521689489170229,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6776873266019653,0.0009705676948968718,0.09419322741417051,clean held-out test set (no pre-training detector reused),0.5642105263157895,0.25815789473684214,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.2,0,0.1995412844036697,0.6533088262819409,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6482380365241862,0.005003893390412757,0.09568050637412949,clean held-out test set (no pre-training detector reused),0.546766917293233,0.28705661211853173,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.2,0,0.1995412844036697,0.6533088262819409,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6783630170504973,0.0022003250014645615,0.09420269486506444,clean held-out test set (no pre-training detector reused),0.5794190871369295,0.22979143917886002,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.3,0,0.3004587155963302,0.6544618056855361,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6486354657432392,0.0048497350734488425,0.09567298577714564,clean held-out test set (no pre-training detector reused),0.549172932330827,0.28170942061034954,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.3,0,0.3004587155963302,0.6544618056855361,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6784712375426636,0.0019702779381873337,0.0941391760669898,clean held-out test set (no pre-training detector reused),0.5762406015037593,0.2494172932330827,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.4,0,0.4002293577981651,0.6556016830504541,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6484691261171494,0.0044905043364688755,0.09567800568681689,clean held-out test set (no pre-training detector reused),0.5474509803921569,0.28784313725490196,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.4,0,0.4002293577981651,0.6556016830504541,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6769023559746852,0.0011621627141199839,0.0942434814554386,clean held-out test set (no pre-training detector reused),0.6112863070539418,0.1816448550482047,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.0,1,0.0,0.6503346635022126,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6433938507353842,0.003643623129067649,0.0960632675259399,clean held-out test set (no pre-training detector reused),0.4974358974358974,0.3040133779264215,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.0,1,0.0,0.6503346635022126,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6768383072709911,0.0023120882722224966,0.09436188847728107,clean held-out test set (no pre-training detector reused),0.564753320683112,0.21473385880406748,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.03,1,0.0300925925925925,0.6506753165078202,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6433911236007988,0.003578726611102569,0.09606109998432195,clean held-out test set (no pre-training detector reused),0.4974358974358974,0.3054626532887403,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.03,1,0.0300925925925925,0.6506753165078202,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.677757351626308,0.0022833288192445024,0.09426996935562497,clean held-out test set (no pre-training detector reused),0.5505218216318786,0.23922176811171125,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.05,1,0.0497685185185185,0.650898051165333,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6434927755945204,0.003778005135427681,0.09606323014826636,clean held-out test set (no pre-training detector reused),0.4974358974358974,0.3083612040133779,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.05,1,0.0497685185185185,0.650898051165333,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6756848618021432,0.0013788473114729252,0.0944178275081079,clean held-out test set (no pre-training detector reused),0.5846774193548387,0.27173283705541773,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.1,1,0.099537037037037,0.6514614388284533,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6432731711340689,0.003875554909123605,0.09606909047041436,clean held-out test set (no pre-training detector reused),0.4974358974358974,0.3054626532887403,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.1,1,0.099537037037037,0.6514614388284533,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6786059579911877,0.001734614319834034,0.09424628952505684,clean held-out test set (no pre-training detector reused),0.5801707779886148,0.20957281175497489,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.2,1,0.2002314814814814,0.6526013161933713,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6432215425804586,0.003819552491473662,0.0960692183834937,clean held-out test set (no pre-training detector reused),0.4974358974358974,0.3054626532887403,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.2,1,0.2002314814814814,0.6526013161933713,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6780975889371962,0.0018094703151712078,0.09438549770556673,clean held-out test set (no pre-training detector reused),0.6086337760910816,0.18623801878071333,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.3,1,0.2997685185185185,0.653728091519612,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6435348981361468,0.004304840805002378,0.09605771676030926,clean held-out test set (no pre-training detector reused),0.4923076923076922,0.31059085841694556,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.3,1,0.2997685185185185,0.653728091519612,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6782187516309238,0.0015108057515350604,0.09426344896913151,clean held-out test set (no pre-training detector reused),0.5713946869070209,0.26450274899041504,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.4,1,0.4004629629629629,0.6548679688845299,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6433981985670949,0.00359955331101211,0.09606219007460437,clean held-out test set (no pre-training detector reused),0.4923076923076923,0.30769230769230776,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.4,1,0.4004629629629629,0.6548679688845299,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6771293548657699,0.0015066904637587209,0.09427561970825295,clean held-out test set (no pre-training detector reused),0.5958254269449715,0.1939181627986183,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.0,2,0.0,0.6503739696182441,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6394700806610051,0.002429183478795948,0.09620687459323737,clean held-out test set (no pre-training detector reused),0.4366197183098592,0.30588028169014086,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.0,2,0.0,0.6503739696182441,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6730781107290508,0.0020850863426756226,0.09455453364981793,clean held-out test set (no pre-training detector reused),0.4964788732394366,0.2850489045383412,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.03,2,0.0300230946882217,0.6507146226238517,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6394677119498222,0.0024886385376282926,0.09620895189631083,clean held-out test set (no pre-training detector reused),0.44366197183098594,0.29814358372456956,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.03,2,0.0300230946882217,0.6507146226238517,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.671892882454562,0.0036958765287794814,0.09473885490787201,clean held-out test set (no pre-training detector reused),0.5352112676056338,0.24659428794992178,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.05,2,0.0496535796766743,0.6509373572813645,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6395303892944103,0.0025231722360415714,0.09620840441145614,clean held-out test set (no pre-training detector reused),0.4471830985915493,0.29545579029733954,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.05,2,0.0496535796766743,0.6509373572813645,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6732777759397758,0.0024204857006233315,0.0946040794213348,clean held-out test set (no pre-training detector reused),0.5316901408450704,0.24636541471048523,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.1,2,0.1004618937644341,0.6515138469831621,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6393768126581807,0.002577243662923783,0.09621173159915972,clean held-out test set (no pre-training detector reused),0.4507042253521127,0.29137910798122063,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.1,2,0.1004618937644341,0.6515138469831621,0.1,high,tabular,health,representation_imbalance,content_safety,xgboost,76324,25442,fraction,0.6730220174665335,0.0026393094646288548,0.09458278586334296,clean held-out test set (no pre-training detector reused),0.5774647887323944,0.20795187793427228,12.0
diabetes_130,subgroup_dropout,representation_imbalance,0.2,2,0.1997690531177829,0.6526406223094028,0.1,high,tabular,health,representation_imbalance,content_safety,logreg,76324,25442,fraction,0.6394882667527838,0.0023753203190336864,0.09621057397154503,clean held-out test set (no pre-training detector reused),0.4507042253521127,0.29137910798122063,12.0
